0,Q,default/77532.java_main,167,247
1,R,/Users/Chaiyong/Downloads/dataset/selected/1132046.java_getRandomGUID,177,211,T1
2,R,/Users/Chaiyong/Downloads/dataset/selected/814095.java_getRandomGUID,38,72,F
3,R,/Users/Chaiyong/Downloads/dataset/selected/807333.java_getRandomGUID,38,72,T1
4,R,/Users/Chaiyong/Downloads/dataset/selected/785238.java_getRandomGUID,43,77,T1
5,R,/Users/Chaiyong/Downloads/dataset/selected/783705.java_getRandomGUID,45,79,T1
6,R,/Users/Chaiyong/Downloads/dataset/selected/761324.java_getRandomGUID,41,75,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/759664.java_getRandomGUID,41,75,F
8,R,/Users/Chaiyong/Downloads/dataset/selected/705884.java_getRandomGUID,38,72,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/453369.java_getRandomGUID,38,72,T1
10,R,/Users/Chaiyong/Downloads/dataset/selected/452587.java_getRandomGUID,41,75,T1
11,R,/Users/Chaiyong/Downloads/dataset/selected/395885.java_getRandomGUID,38,72,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/384944.java_getRandomGUID,41,75,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/349286.java_getRandomGUID,41,75,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/2713526.java_getRandomGUID,41,75,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/2704481.java_getRandomGUID,38,72,T1
16,R,/Users/Chaiyong/Downloads/dataset/selected/2650687.java_getRandomGUID,41,75,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/2644786.java_getRandomGUID,135,169,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/2458021.java_getRandomGUID,41,75,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2376971.java_getRandomGUID,40,74,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2247413.java_getRandomGUID,38,72,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2181232.java_getRandomGUID,44,78,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2140231.java_getRandomGUID,44,78,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/2054510.java_getRandomGUID,41,75,T1
24,R,/Users/Chaiyong/Downloads/dataset/selected/1919515.java_getRandomGUID,41,75,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/149268.java_getRandomGUID,38,72,T1
26,R,/Users/Chaiyong/Downloads/dataset/selected/1394936.java_getRandomGUID,41,75,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/1211389.java_getRandomGUID,38,72,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1499140.java_getRandomGUID,41,74,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/349715.java_getGUID,38,72,T2
30,R,/Users/Chaiyong/Downloads/dataset/selected/257145.java_getRandomGUID,73,107,T3
31,R,/Users/Chaiyong/Downloads/dataset/selected/1070751.java_getRandomGuid,118,152,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/1967125.java_getRandomGUID,41,77,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1686285.java_getRandomGUID,41,77,T3
34,R,/Users/Chaiyong/Downloads/dataset/selected/1395286.java_getRandomGUID,41,77,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/429329.java_getRandomGUID,49,83,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2128909.java_getRandomGUID,48,82,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/256359.java_getRandomGUID,43,79,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/1237185.java_getRandomGUID,41,76,T3
39,R,/Users/Chaiyong/Downloads/dataset/selected/1643697.java_getRandomGUID,60,92,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1436765.java_getRandomGUID,60,92,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1076602.java_getRandomGUID,60,92,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/892708.java_getRandomGUID,143,179,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/1623776.java_getRandomGUID,132,164,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/1199750.java_getRandomGUID,45,75,T3
45,R,/Users/Chaiyong/Downloads/dataset/selected/156774.java_getRandomGuid,100,130,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/166163.java_getRandomGUID,152,186,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/618241.java_getRandomGUID,47,79,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/974745.java_newGuidSeed,106,148,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1802149.java_RandomGUID,38,67,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/200121.java_generateGuid,15,59,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/846744.java_getRandomGUID,107,144,F

0,Q,selected/1132046.java_getRandomGUID,177,211
1,R,/Users/Chaiyong/Downloads/dataset/selected/1132046.java_getRandomGUID,177,211,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/2644786.java_getRandomGUID,135,169,F
3,R,/Users/Chaiyong/Downloads/dataset/selected/1070751.java_getRandomGuid,118,152,F
4,R,/Users/Chaiyong/Downloads/dataset/selected/814095.java_getRandomGUID,38,72,F
5,R,/Users/Chaiyong/Downloads/dataset/selected/807333.java_getRandomGUID,38,72,T1
6,R,/Users/Chaiyong/Downloads/dataset/selected/785238.java_getRandomGUID,43,77,T1
7,R,/Users/Chaiyong/Downloads/dataset/selected/783705.java_getRandomGUID,45,79,T1
8,R,/Users/Chaiyong/Downloads/dataset/selected/761324.java_getRandomGUID,41,75,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/759664.java_getRandomGUID,41,75,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/705884.java_getRandomGUID,38,72,F
11,R,/Users/Chaiyong/Downloads/dataset/selected/453369.java_getRandomGUID,38,72,T1
12,R,/Users/Chaiyong/Downloads/dataset/selected/452587.java_getRandomGUID,41,75,T1
13,R,/Users/Chaiyong/Downloads/dataset/selected/395885.java_getRandomGUID,38,72,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/384944.java_getRandomGUID,41,75,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/349286.java_getRandomGUID,41,75,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2713526.java_getRandomGUID,41,75,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/2704481.java_getRandomGUID,38,72,T1
18,R,/Users/Chaiyong/Downloads/dataset/selected/2650687.java_getRandomGUID,41,75,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2458021.java_getRandomGUID,41,75,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2376971.java_getRandomGUID,40,74,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2247413.java_getRandomGUID,38,72,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2181232.java_getRandomGUID,44,78,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/2140231.java_getRandomGUID,44,78,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/2054510.java_getRandomGUID,41,75,T1
25,R,/Users/Chaiyong/Downloads/dataset/selected/1919515.java_getRandomGUID,41,75,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/149268.java_getRandomGUID,38,72,T1
27,R,/Users/Chaiyong/Downloads/dataset/selected/1394936.java_getRandomGUID,41,75,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1211389.java_getRandomGUID,38,72,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/349715.java_getGUID,38,72,T2
30,R,/Users/Chaiyong/Downloads/dataset/selected/1499140.java_getRandomGUID,41,74,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/257145.java_getRandomGUID,73,107,T3
32,R,/Users/Chaiyong/Downloads/dataset/selected/1967125.java_getRandomGUID,41,77,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1686285.java_getRandomGUID,41,77,T3
34,R,/Users/Chaiyong/Downloads/dataset/selected/1395286.java_getRandomGUID,41,77,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/429329.java_getRandomGUID,49,83,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2128909.java_getRandomGUID,48,82,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/256359.java_getRandomGUID,43,79,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/1643697.java_getRandomGUID,60,92,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/1436765.java_getRandomGUID,60,92,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1076602.java_getRandomGUID,60,92,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1237185.java_getRandomGUID,41,76,T3
42,R,/Users/Chaiyong/Downloads/dataset/selected/892708.java_getRandomGUID,143,179,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/1623776.java_getRandomGUID,132,164,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/1199750.java_getRandomGUID,45,75,T3
45,R,/Users/Chaiyong/Downloads/dataset/selected/156774.java_getRandomGuid,100,130,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/166163.java_getRandomGUID,152,186,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/618241.java_getRandomGUID,47,79,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/974745.java_newGuidSeed,106,148,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1802149.java_RandomGUID,38,67,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/200121.java_generateGuid,15,59,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/846744.java_getRandomGUID,107,144,F

0,Q,selected/338794.java_getMD5_Base64,17,33
1,R,/Users/Chaiyong/Downloads/dataset/selected/338794.java_getMD5_Base64,17,33,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/648694.java_getMD5_Base64,13,29,T2
3,R,/Users/Chaiyong/Downloads/dataset/selected/2548816.java_getMD5_Base64,18,39,T3
4,R,/Users/Chaiyong/Downloads/dataset/selected/605277.java_md5,11,26,F
5,R,/Users/Chaiyong/Downloads/dataset/selected/386226.java_encrypt,24,39,T3
6,R,/Users/Chaiyong/Downloads/dataset/selected/838444.java_md5,31,46,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/1929750.java_md5,31,46,F
8,R,/Users/Chaiyong/Downloads/dataset/selected/1700152.java_Encrypt,66,81,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/2120649.java_encrypt,41,56,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/1367608.java_encrypt,18,34,T3
11,R,/Users/Chaiyong/Downloads/dataset/selected/523647.java_encrypt,15,30,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/2448986.java_encrypt,16,31,T3
13,R,/Users/Chaiyong/Downloads/dataset/selected/2118889.java_encrypt,15,30,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/1647261.java_encrypt,21,36,T3
15,R,/Users/Chaiyong/Downloads/dataset/selected/802409.java_encrypt,15,30,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2193185.java_encrypt,15,30,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/1493179.java_encrypt,28,44,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/1416711.java_encrypt,19,34,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/25013.java_toMD5,10,20,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/1788549.java_encrypt,33,48,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2341073.java_encrypt,15,30,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/1319165.java_encrypt,17,32,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/1052731.java_encrypt,15,30,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/2311713.java_getSHADigest,407,425,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/622714.java_hashString,51,63,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/387962.java_encrypt,16,31,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/807661.java_encrypt,15,30,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1310685.java_createSignature,84,107,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/1483507.java_readExistingCert,303,339,F
30,R,/Users/Chaiyong/Downloads/dataset/default/72939.java_encrypt,14,29,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/715357.java_getPrivateKey,76,88,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/2429831.java_hash,139,153,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/2259750.java_hash,281,305,F
34,R,/Users/Chaiyong/Downloads/dataset/selected/2082045.java_backupPassword,73,101,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/2225359.java_getPwdMD5,135,150,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/1208406.java_signWithHmacSha1,86,110,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/1647640.java_generateSignature,30,42,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/1999686.java_getNonReversibleCitizenIdentifier,68,119,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/2626054.java_encrypt,15,30,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/2197033.java_calculateMD5,28,63,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/2194907.java_getMAC,243,256,T3
42,R,/Users/Chaiyong/Downloads/dataset/selected/2117141.java_getMAC,197,210,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/2007725.java_hash,92,111,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/879940.java_generate,70,84,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/1858943.java_construcDate,216,245,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/181641.java_encrypt,26,48,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/2016782.java_createIdentifier,72,84,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/2084106.java_getProxyClass,138,203,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/2692953.java_encode,14,33,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/64989.java_doCrypt,56,86,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/2163691.java_getTokenHMcKey,30,53,F

0,Q,selected/349715.java_getGUID,38,72
1,R,/Users/Chaiyong/Downloads/dataset/selected/349715.java_getGUID,38,72,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/1132046.java_getRandomGUID,177,211,F
3,R,/Users/Chaiyong/Downloads/dataset/selected/814095.java_getRandomGUID,38,72,F
4,R,/Users/Chaiyong/Downloads/dataset/selected/807333.java_getRandomGUID,38,72,T2
5,R,/Users/Chaiyong/Downloads/dataset/selected/785238.java_getRandomGUID,43,77,T2
6,R,/Users/Chaiyong/Downloads/dataset/selected/783705.java_getRandomGUID,45,79,T2
7,R,/Users/Chaiyong/Downloads/dataset/selected/761324.java_getRandomGUID,41,75,F
8,R,/Users/Chaiyong/Downloads/dataset/selected/759664.java_getRandomGUID,41,75,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/705884.java_getRandomGUID,38,72,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/453369.java_getRandomGUID,38,72,T2
11,R,/Users/Chaiyong/Downloads/dataset/selected/452587.java_getRandomGUID,41,75,T2
12,R,/Users/Chaiyong/Downloads/dataset/selected/395885.java_getRandomGUID,38,72,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/384944.java_getRandomGUID,41,75,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/349286.java_getRandomGUID,41,75,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/2713526.java_getRandomGUID,41,75,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2704481.java_getRandomGUID,38,72,T2
17,R,/Users/Chaiyong/Downloads/dataset/selected/2650687.java_getRandomGUID,41,75,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/2644786.java_getRandomGUID,135,169,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2458021.java_getRandomGUID,41,75,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2376971.java_getRandomGUID,40,74,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2247413.java_getRandomGUID,38,72,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2181232.java_getRandomGUID,44,78,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/2140231.java_getRandomGUID,44,78,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/2054510.java_getRandomGUID,41,75,T2
25,R,/Users/Chaiyong/Downloads/dataset/selected/1919515.java_getRandomGUID,41,75,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/149268.java_getRandomGUID,38,72,T2
27,R,/Users/Chaiyong/Downloads/dataset/selected/1394936.java_getRandomGUID,41,75,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1211389.java_getRandomGUID,38,72,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/1499140.java_getRandomGUID,41,74,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/257145.java_getRandomGUID,73,107,T3
31,R,/Users/Chaiyong/Downloads/dataset/selected/1070751.java_getRandomGuid,118,152,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/1967125.java_getRandomGUID,41,77,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1686285.java_getRandomGUID,41,77,T3
34,R,/Users/Chaiyong/Downloads/dataset/selected/1395286.java_getRandomGUID,41,77,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/429329.java_getRandomGUID,49,83,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2128909.java_getRandomGUID,48,82,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/256359.java_getRandomGUID,43,79,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/1237185.java_getRandomGUID,41,76,T3
39,R,/Users/Chaiyong/Downloads/dataset/selected/1643697.java_getRandomGUID,60,92,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1436765.java_getRandomGUID,60,92,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1076602.java_getRandomGUID,60,92,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/892708.java_getRandomGUID,143,179,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/1623776.java_getRandomGUID,132,164,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/1199750.java_getRandomGUID,45,75,T3
45,R,/Users/Chaiyong/Downloads/dataset/selected/156774.java_getRandomGuid,100,130,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/166163.java_getRandomGUID,152,186,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/618241.java_getRandomGUID,47,79,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/974745.java_newGuidSeed,106,148,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1802149.java_RandomGUID,38,67,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/200121.java_generateGuid,15,59,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/890643.java_generateGuid,25,69,F

0,Q,selected/783705.java_getRandomGUID,45,79
1,R,/Users/Chaiyong/Downloads/dataset/selected/1132046.java_getRandomGUID,177,211,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/814095.java_getRandomGUID,38,72,F
3,R,/Users/Chaiyong/Downloads/dataset/selected/807333.java_getRandomGUID,38,72,T1
4,R,/Users/Chaiyong/Downloads/dataset/selected/785238.java_getRandomGUID,43,77,T1
5,R,/Users/Chaiyong/Downloads/dataset/selected/783705.java_getRandomGUID,45,79,F
6,R,/Users/Chaiyong/Downloads/dataset/selected/761324.java_getRandomGUID,41,75,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/759664.java_getRandomGUID,41,75,F
8,R,/Users/Chaiyong/Downloads/dataset/selected/705884.java_getRandomGUID,38,72,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/453369.java_getRandomGUID,38,72,T1
10,R,/Users/Chaiyong/Downloads/dataset/selected/452587.java_getRandomGUID,41,75,T1
11,R,/Users/Chaiyong/Downloads/dataset/selected/395885.java_getRandomGUID,38,72,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/384944.java_getRandomGUID,41,75,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/349286.java_getRandomGUID,41,75,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/2713526.java_getRandomGUID,41,75,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/2704481.java_getRandomGUID,38,72,T1
16,R,/Users/Chaiyong/Downloads/dataset/selected/2650687.java_getRandomGUID,41,75,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/2644786.java_getRandomGUID,135,169,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/2458021.java_getRandomGUID,41,75,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2376971.java_getRandomGUID,40,74,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2247413.java_getRandomGUID,38,72,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2181232.java_getRandomGUID,44,78,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/2140231.java_getRandomGUID,44,78,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/2054510.java_getRandomGUID,41,75,T1
24,R,/Users/Chaiyong/Downloads/dataset/selected/1919515.java_getRandomGUID,41,75,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/149268.java_getRandomGUID,38,72,T1
26,R,/Users/Chaiyong/Downloads/dataset/selected/1394936.java_getRandomGUID,41,75,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/1211389.java_getRandomGUID,38,72,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1499140.java_getRandomGUID,41,74,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/349715.java_getGUID,38,72,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/257145.java_getRandomGUID,73,107,T3
31,R,/Users/Chaiyong/Downloads/dataset/selected/1070751.java_getRandomGuid,118,152,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/1967125.java_getRandomGUID,41,77,F
33,R,/Users/Chaiyong/Downloads/dataset/selected/1686285.java_getRandomGUID,41,77,T3
34,R,/Users/Chaiyong/Downloads/dataset/selected/1395286.java_getRandomGUID,41,77,F
35,R,/Users/Chaiyong/Downloads/dataset/selected/429329.java_getRandomGUID,49,83,F
36,R,/Users/Chaiyong/Downloads/dataset/selected/2128909.java_getRandomGUID,48,82,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/256359.java_getRandomGUID,43,79,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/1237185.java_getRandomGUID,41,76,T3
39,R,/Users/Chaiyong/Downloads/dataset/selected/1643697.java_getRandomGUID,60,92,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1436765.java_getRandomGUID,60,92,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1076602.java_getRandomGUID,60,92,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/892708.java_getRandomGUID,143,179,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/1623776.java_getRandomGUID,132,164,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/1199750.java_getRandomGUID,45,75,T3
45,R,/Users/Chaiyong/Downloads/dataset/selected/156774.java_getRandomGuid,100,130,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/166163.java_getRandomGUID,152,186,F
47,R,/Users/Chaiyong/Downloads/dataset/selected/618241.java_getRandomGUID,47,79,F
48,R,/Users/Chaiyong/Downloads/dataset/selected/974745.java_newGuidSeed,106,148,F
49,R,/Users/Chaiyong/Downloads/dataset/selected/1802149.java_RandomGUID,38,67,F
50,R,/Users/Chaiyong/Downloads/dataset/selected/200121.java_generateGuid,15,59,F
51,R,/Users/Chaiyong/Downloads/dataset/selected/846744.java_getRandomGUID,107,144,F

0,Q,selected/1977358.java_copyFile,112,134
1,R,/Users/Chaiyong/Downloads/dataset/selected/1977358.java_copyFile,112,134,F
2,R,/Users/Chaiyong/Downloads/dataset/selected/1976462.java_copyFile,134,156,T1
3,R,/Users/Chaiyong/Downloads/dataset/selected/2237749.java_copyFile,29,42,F
4,R,/Users/Chaiyong/Downloads/dataset/selected/1712760.java_copyOneFile,132,144,F
5,R,/Users/Chaiyong/Downloads/dataset/selected/2425582.java_saveStream,179,191,F
6,R,/Users/Chaiyong/Downloads/dataset/selected/364109.java_extraireZip,397,439,F
7,R,/Users/Chaiyong/Downloads/dataset/selected/627941.java_copy,29,44,F
8,R,/Users/Chaiyong/Downloads/dataset/default/90363.java_UploadAFile,23,37,F
9,R,/Users/Chaiyong/Downloads/dataset/selected/447982.java_copyFile,19,38,F
10,R,/Users/Chaiyong/Downloads/dataset/selected/2615638.java_method,1,56,F
11,R,/Users/Chaiyong/Downloads/dataset/selected/1006747.java_saveAttach,107,121,F
12,R,/Users/Chaiyong/Downloads/dataset/selected/1300375.java_Copy,10,33,F
13,R,/Users/Chaiyong/Downloads/dataset/selected/662312.java_copyFile,129,147,F
14,R,/Users/Chaiyong/Downloads/dataset/selected/1781160.java_writeToFile,174,197,F
15,R,/Users/Chaiyong/Downloads/dataset/selected/2648167.java_copyAndDeleteFile,194,227,F
16,R,/Users/Chaiyong/Downloads/dataset/selected/2085524.java_copyAndDeleteFile,241,274,F
17,R,/Users/Chaiyong/Downloads/dataset/selected/1443805.java_copyAndDeleteFile,428,461,F
18,R,/Users/Chaiyong/Downloads/dataset/selected/1896506.java_run,116,127,F
19,R,/Users/Chaiyong/Downloads/dataset/selected/2507828.java_downloadFile,15,48,F
20,R,/Users/Chaiyong/Downloads/dataset/selected/2625222.java_copyFiles,70,83,F
21,R,/Users/Chaiyong/Downloads/dataset/selected/2182459.java_saveToCache,105,127,F
22,R,/Users/Chaiyong/Downloads/dataset/selected/1015779.java_copyStreamToFile,42,58,F
23,R,/Users/Chaiyong/Downloads/dataset/selected/1068485.java_downloadImage,22,44,F
24,R,/Users/Chaiyong/Downloads/dataset/selected/955959.java_getFileFromURL,18,38,F
25,R,/Users/Chaiyong/Downloads/dataset/selected/476838.java_ajouterAuZip,216,262,F
26,R,/Users/Chaiyong/Downloads/dataset/selected/1201843.java_concatenate,196,211,F
27,R,/Users/Chaiyong/Downloads/dataset/selected/1910840.java_copyFile,222,235,F
28,R,/Users/Chaiyong/Downloads/dataset/selected/1404027.java_compreesFile,126,139,F
29,R,/Users/Chaiyong/Downloads/dataset/selected/533839.java_downloadFile,48,64,F
30,R,/Users/Chaiyong/Downloads/dataset/selected/387963.java_downloadFile,48,64,F
31,R,/Users/Chaiyong/Downloads/dataset/selected/2667736.java_downloadFile,48,64,F
32,R,/Users/Chaiyong/Downloads/dataset/selected/1836349.java_downloadFile,48,64,F
33,R,/Users/Chaiyong/Downloads/dataset/default/90054.java_downloadFile,11,31,F
34,R,/Users/Chaiyong/Downloads/dataset/default/37797.java_downloadFile,11,31,F
35,R,/Users/Chaiyong/Downloads/dataset/default/31687.java_downloadFile,11,31,F
36,R,/Users/Chaiyong/Downloads/dataset/default/111974.java_downloadFile,11,31,F
37,R,/Users/Chaiyong/Downloads/dataset/selected/1512431.java_addExistingFileToZip,290,306,F
38,R,/Users/Chaiyong/Downloads/dataset/selected/2143628.java_copyFiles,70,82,F
39,R,/Users/Chaiyong/Downloads/dataset/selected/1799491.java_copyFiles,207,219,F
40,R,/Users/Chaiyong/Downloads/dataset/selected/1684956.java_copyFiles,294,306,F
41,R,/Users/Chaiyong/Downloads/dataset/selected/1651584.java_compute,206,338,F
42,R,/Users/Chaiyong/Downloads/dataset/selected/1675391.java_copyFile,141,157,F
43,R,/Users/Chaiyong/Downloads/dataset/selected/412139.java_unzip,96,128,F
44,R,/Users/Chaiyong/Downloads/dataset/selected/531261.java_gzipDecompress,138,157,F
45,R,/Users/Chaiyong/Downloads/dataset/selected/2297310.java_gzipDecompress,216,235,F
46,R,/Users/Chaiyong/Downloads/dataset/selected/1030260.java_gravar,50,66,F
